,,,,,Name,Date,User,ID,Comments,
,,,,,Anarchism,¬2006-01-20T12:31:40Z,¬FrancisTyers,¬157365,¬/* Origins of anarchism */ citation needed -> fact tag ,¬0
,,,,,Anarchism,¬2006-01-20T12:34:43Z,¬Bengalski,¬324712,¬/* The first self-labelled anarchist */ ,¬0
,,,,,Anarchism,¬2006-01-20T12:35:25Z,¬Bengalski,¬324712,¬/* American individualist anarchism */ ,¬0
,,,,,Anarchism,¬2006-01-20T12:36:50Z,¬Bengalski,¬324712,¬/* Propaganda by the deed */ ,¬0
,,,,,Anarchism,¬2006-01-20T12:37:20Z,¬Bengalski,¬324712,¬/* American individualist anarchism */ ,¬0
,,,,,Anarchism,¬2006-01-20T12:39:21Z,¬Bengalski,¬324712,¬/* Max Stirner and Egoism */ ,¬0
,,,,,Anarchism,¬2006-01-20T12:41:29Z,¬Bengalski,¬324712,¬/* Max Stirner's Egoism */ rmv duplicated sentence ,¬0
,,,,,Anarchism,¬2006-01-20T12:43:21Z,¬Bengalski,¬324712,¬/* The first self-labelled anarchist */ ,¬0
,,,,,Anarchism,¬2006-01-20T12:44:07Z,¬Bengalski,¬324712,¬/* The first self-labelled anarchist */ ,¬0
,,,,,Anarchism,¬2006-01-20T12:44:31Z,¬Bengalski,¬324712,¬/* The first self-labelled anarchist */ ,¬0
,,,,,Anarchism,¬2006-01-20T12:45:00Z,¬Bengalski,¬324712,¬/* The first self-labelled anarchist */ ,¬0
 rmv dodgy source. Killing people? In a bloody civil war? Surely not. Ï¬0,,,,,Anarchism,¬2006-01-20T12:55:00Z,¬Bengalski,¬324712,¬/* The fight against fascism */trimming,
,,,,,Anarchism,¬2006-01-20T13:27:26Z,¬FrancisTyers,¬157365,¬links ,¬0
,,,,,Anarchism,¬2006-01-20T13:37:19Z,¬Fbd,¬117699,¬/* The first self-labelled anarchist */ Wikified. ,¬0
,,,,,Anarchism,¬2006-01-20T13:43:15Z,¬Fbd,¬117699,¬/* The International */ Bad syntax ,¬0
,,,,,Anarchism,¬2006-01-20T16:33:58Z,¬RJII,¬141644,¬/* Max Stirner's Egoism */ property obtained through might ,¬0
,,,,,Anarchism,¬2006-01-20T16:47:10Z,¬RJII,¬141644,¬/* Max Stirner's Egoism */ ,¬0
,,,,,Anarchism,¬2006-01-20T16:47:56Z,¬RJII,¬141644,¬/* Max Stirner's Egoism */ ,¬0
,,,,,Anarchism,¬2006-01-20T16:57:07Z,¬ip:70.178.26.242,¬ip:70.178.26.242,¬rv to Fifelfoo - last version before ancap relegated to dispute ,¬0
,,,,,Anarchism,¬2006-01-20T17:01:50Z,¬Max_rspct,¬137113,¬removed pov ,¬0
,,,,,Anarchism,¬2006-01-20T17:03:49Z,¬Max_rspct,¬137113,¬rv to last by rjii ,¬0
,,,,,Anarchism,¬2006-01-20T17:04:38Z,¬Max_rspct,¬137113,¬/* Max Stirner's Egoism */ removed unsubstantiated ,¬0
,,,,,Anarchism,¬2006-01-20T17:22:58Z,¬Hogeye,¬287446,¬Anti-propertarian anarchism section ,¬0
,,,,,Anarchism,¬2006-01-20T17:28:04Z,¬FrancisTyers,¬157365,¬readding fact tags ,¬0
,,,,,Anarchism,¬2006-01-20T17:30:53Z,¬FrancisTyers,¬157365,¬readding hogeyes novel edit ,¬0
,,,,,Anarchism,¬2006-01-20T17:32:16Z,¬Hogeye,¬287446,¬added Environmental Anarchism section ,¬0
,,,,,Anarchism,¬2006-01-20T17:32:23Z,¬FrancisTyers,¬157365,¬/* The fight against fascism */ fact tag ,¬0
,,,,,Anarchism,¬2006-01-20T17:33:17Z,¬FrancisTyers,¬157365,¬/* Propaganda by the deed */ ,¬0
 hogeye, just because you don't put ''revert'' in the edit summary doesn't mean it isn't a revert. Ï¬0,,,,Anarchism,¬2006-01-20T17:35:19Z,¬FrancisTyers,¬157365,¬thats two reverts,
,,,,,Anarchism,¬2006-01-20T17:36:04Z,¬FrancisTyers,¬157365,¬/* The fight against fascism */ ,¬0
,,,,,Anarchism,¬2006-01-20T17:37:07Z,¬FrancisTyers,¬157365,¬/* Anarchism and feminism */ rfe ,¬0
,,,,,Anarchism,¬2006-01-20T17:37:20Z,¬RJII,¬141644,¬/* Propaganda of the deed */ picture of most ,¬0
,,,,,Anarchism,¬2006-01-20T17:38:33Z,¬FrancisTyers,¬157365,¬/* External links */ footnote ,¬0
,,,,,Anarchism,¬2006-01-20T17:39:06Z,¬FrancisTyers,¬157365,¬/* Books */ sp ,¬0
,,,,,Anarchism,¬2006-01-20T17:39:20Z,¬Hogeye,¬287446,¬expanded Environmental Anarchism - used older section ,¬0
,,,,,Anarchism,¬2006-01-20T17:39:59Z,¬FrancisTyers,¬157365,¬/* Origins of anarchism */ ref ,¬0
,,,,,Anarchism,¬2006-01-20T17:41:01Z,¬FrancisTyers,¬157365,¬thats three reverts now hogeye ,¬0
,,,,,Anarchism,¬2006-01-20T17:41:52Z,¬FrancisTyers,¬157365,¬/* Origins of anarchism */ refs ,¬0
,,,,,Anarchism,¬2006-01-20T17:43:02Z,¬FrancisTyers,¬157365,¬/* Footnotes */ ,¬0
,,,,,Anarchism,¬2006-01-20T17:45:17Z,¬FrancisTyers,¬157365,¬/* Origins of anarchism */ ,¬0
,,,,,Anarchism,¬2006-01-20T17:46:11Z,¬FrancisTyers,¬157365,¬ref ,¬0
,,,,,Anarchism,¬2006-01-20T17:47:03Z,¬FrancisTyers,¬157365,¬/* Origins of anarchism */ ref ,¬0
 RJ ... Ï¬0,,,,,Anarchism,¬2006-01-20T17:47:23Z,¬Hogeye,¬287446,¬Added paragraph on anarcho-primitivism. A little help,
,,,,,Anarchism,¬2006-01-20T17:47:54Z,¬Hogeye,¬287446,¬/* Environmental Anarchism */ ,¬0
,,,,,Anarchism,¬2006-01-20T17:49:19Z,¬FrancisTyers,¬157365,¬ref->footnote ,¬0
,,,,,Anarchism,¬2006-01-20T17:50:29Z,¬FrancisTyers,¬157365,¬/* American individualist anarchism */ ref ,¬0
,,,,,Anarchism,¬2006-01-20T17:51:32Z,¬FrancisTyers,¬157365,¬ref -> footnote ,¬0
,,,,,Anarchism,¬2006-01-20T17:52:43Z,¬FrancisTyers,¬157365,¬/* The International */ ref ,¬0
,,,,,Anarchism,¬2006-01-20T17:53:29Z,¬FrancisTyers,¬157365,¬ref -> footnote ,¬0
,,,,,Anarchism,¬2006-01-20T17:54:32Z,¬FrancisTyers,¬157365,¬/* The fight against fascism */ ref ,¬0
,,,,,Anarchism,¬2006-01-20T17:55:09Z,¬FrancisTyers,¬157365,¬/* Footnotes */ ,¬0
,,,,,Anarchism,¬2006-01-20T17:57:43Z,¬Hogeye,¬287446,¬rearranged sections in NPOV style ,¬0
,,,,,Anarchism,¬2006-01-20T18:00:29Z,¬RJII,¬141644,¬/* Other branches and offshoots */ caption for most picture ,¬0
,,,,,Anarchism,¬2006-01-20T18:13:53Z,¬FrancisTyers,¬157365,¬footnotes ,¬0
,,,,,Anarchism,¬2006-01-20T18:15:27Z,¬FrancisTyers,¬157365,¬footnote ,¬0
,,,,,Anarchism,¬2006-01-20T18:17:41Z,¬FrancisTyers,¬157365,¬/* Footnotes */ footnote ,¬0
,,,,,Anarchism,¬2006-01-20T18:19:18Z,¬FrancisTyers,¬157365,¬footnote ,¬0
,,,,,Anarchism,¬2006-01-20T18:21:10Z,¬RJII,¬141644,¬quotes to section - controversy over collectivist anarchism ,¬0
,,,,,Anarchism,¬2006-01-20T18:21:37Z,¬FrancisTyers,¬157365,¬/* Other branches and offshoots */ refs ,¬0
,,,,,Anarchism,¬2006-01-20T18:21:57Z,¬RJII,¬141644,¬/* Other branches and offshoots */ ,¬0
,,,,,Anarchism,¬2006-01-20T18:23:42Z,¬FrancisTyers,¬157365,¬footnotes again :) ,¬0
,,,,,Anarchism,¬2006-01-20T18:27:45Z,¬FrancisTyers,¬157365,¬says communism not collectivism ,¬0
,,,,,Anarchism,¬2006-01-20T18:27:48Z,¬RJII,¬141644,¬/* Other branches and offshoots */ yarros anti-anarcho-communist quote ,¬0
,,,,,Anarchism,¬2006-01-20T18:28:41Z,¬RJII,¬141644,¬/* Other branches and offshoots */ ,¬0
,,,,,Anarchism,¬2006-01-20T18:29:32Z,¬FrancisTyers,¬157365,¬/* Anarchism by region/culture */ ,¬0
,,,,,Anarchism,¬2006-01-20T18:31:06Z,¬FrancisTyers,¬157365,¬/* Issues */ ref ,¬0
,,,,,Anarchism,¬2006-01-20T18:32:17Z,¬FrancisTyers,¬157365,¬/* Footnotes */ ,¬0
,,,,,Anarchism,¬2006-01-20T18:33:25Z,¬FrancisTyers,¬157365,¬/* Books */ fmt ,¬0
,,,,,Anarchism,¬2006-01-20T18:37:15Z,¬FrancisTyers,¬157365,¬/* Books */ ,¬0
,,,,,Anarchism,¬2006-01-20T18:38:13Z,¬FrancisTyers,¬157365,¬/* Books */ ,¬0
,,,,,Anarchism,¬2006-01-20T18:40:58Z,¬FrancisTyers,¬157365,¬/* Issues */ ref ,¬0
,,,,,Anarchism,¬2006-01-20T18:41:47Z,¬FrancisTyers,¬157365,¬/* Footnotes */ note ,¬0
,,,,,Anarchism,¬2006-01-20T18:47:39Z,¬FrancisTyers,¬157365,¬/* Issues */ ref ,¬0
,,,,,Anarchism,¬2006-01-20T18:48:29Z,¬FrancisTyers,¬157365,¬/* Footnotes */ ,¬0
,,,,,Anarchism,¬2006-01-20T18:49:41Z,¬FrancisTyers,¬157365,¬/* Issues */ ref ,¬0
,,,,,Anarchism,¬2006-01-20T18:50:24Z,¬FrancisTyers,¬157365,¬/* Footnotes */ fer ,¬0
,,,,,Anarchism,¬2006-01-20T18:50:56Z,¬FrancisTyers,¬157365,¬/* Anarchism by region/culture */ move note ,¬0
,,,,,Anarchism,¬2006-01-20T18:51:35Z,¬FrancisTyers,¬157365,¬/* External links */ ,¬0
,,,,,Anarchism,¬2006-01-20T18:56:02Z,¬FrancisTyers,¬157365,¬fmt ,¬0
,,,,,Anarchism,¬2006-01-20T18:57:00Z,¬FrancisTyers,¬157365,¬/* Other branches and offshoots */ ,¬0
,,,,,Anarchism,¬2006-01-20T19:02:11Z,¬FrancisTyers,¬157365,¬/* Footnotes */ ,¬0
,,,,,Anarchism,¬2006-01-20T19:04:59Z,¬FrancisTyers,¬157365,¬/* Other branches and offshoots */ ref ,¬0
,,,,,Anarchism,¬2006-01-20T19:05:47Z,¬FrancisTyers,¬157365,¬/* Footnotes */ ,¬0
 remove unnecessary note Ï¬0,,,,,Anarchism,¬2006-01-20T19:32:28Z,¬Owen,¬23320,¬/* Books */ link,
,,,,,Anarchism,¬2006-01-20T20:21:06Z,¬Owen,¬23320,¬/* Anarchism and the environment */ new section ,¬0
,,,,,Anarchism,¬2006-01-20T20:21:41Z,¬Owen,¬23320,¬/* Other branches and offshoots */ remove primitivism ,¬0
,,,,,Anarchism,¬2006-01-20T20:22:24Z,¬Owen,¬23320,¬/* Anarchism and the environment */ ,¬0
,,,,,Anarchism,¬2006-01-20T20:22:51Z,¬Owen,¬23320,¬/* Issues */ ,¬0
,,,,,Anarchism,¬2006-01-20T20:26:42Z,¬Owen,¬23320,¬/* Anarchism and the environment */ npov ,¬0
,,,,,Anarchism,¬2006-01-20T20:32:26Z,¬Owen,¬23320,¬/* Books */ format links like this ,¬0
,,,,,Anarchism,¬2006-01-20T20:35:09Z,¬Owen,¬23320,¬/* Books */ more external links ,¬0
,,,,,Anarchism,¬2006-01-20T20:37:00Z,¬Owen,¬23320,¬/* Books */ i'm not sure this one is notable enough ,¬0
,,,,,Anarchism,¬2006-01-20T20:38:31Z,¬Owen,¬23320,¬/* Books */ on->of ,¬0
,,,,,Anarchism,¬2006-01-20T21:48:57Z,¬Nihilo_01,¬681542,¬/* Other branches and offshoots */ ,¬0
,,,,,Anarchism,¬2006-01-20T21:49:34Z,¬Voice_of_All,¬335180,¬Reverted edits by [[Special:Contributions/Nihilo 01|Nihilo 01]] ([[User talk:Nihilo 01|talk]]) to last version by Sarge Baldy ,¬0
,,,,,Anarchism,¬2006-01-20T21:55:02Z,¬Nihilo_01,¬681542,¬/* Other branches and offshoots */ ,¬0
,,,,,Anarchism,¬2006-01-20T21:59:32Z,¬Nihilo_01,¬681542,¬/* Other branches and offshoots */ ,¬0
,,,,,Anarchism,¬2006-01-20T22:00:42Z,¬Nihilo_01,¬681542,¬/* Other branches and offshoots */ ,¬0
,,,,,Anarchism,¬2006-01-20T22:02:29Z,¬Nihilo_01,¬681542,¬/* Other branches and offshoots */ ,¬0
,,,,,Anarchism,¬2006-01-20T22:03:56Z,¬Nihilo_01,¬681542,¬/* Other branches and offshoots */ ,¬0
,,,,,Anarchism,¬2006-01-20T22:11:46Z,¬Nihilo_01,¬681542,¬/* Other issues */ ,¬0
,,,,,Anarchism,¬2006-01-20T22:20:30Z,¬Nihilo_01,¬681542,¬/* Other branches and offshoots */ ,¬0
,,,,,Anarchism,¬2006-01-20T22:23:57Z,¬Nihilo_01,¬681542,¬,¬0
,,,,,Anarchism,¬2006-01-20T22:42:08Z,¬Bengalski,¬324712,¬reinstating sections vandalised by Hogeye ,¬0
,,,,,Anarchism,¬2006-01-20T22:43:08Z,¬Bengalski,¬324712,¬/* Origins of anarchism */ ,¬0
,,,,,Anarchism,¬2006-01-20T23:06:41Z,¬Owen,¬23320,¬/* Other branches and offshoots */ sp ,¬0
,,,,,Autism,¬2005-08-24T00:16:09Z,¬Adam78,¬36204,¬/* Sensory integration dysfunction */ spelling ,¬0
,,,,,Autism,¬2005-08-24T00:17:38Z,¬Adam78,¬36204,¬/* Sensory integration dysfunction */ spelling again ,¬0
,,,,,Autism,¬2005-08-24T00:29:05Z,¬RN,¬201597,¬sp in aff link desc ,¬0
,,,,,Autism,¬2005-08-24T00:35:12Z,¬WhiteC,¬130561,¬/* Asperger's and Kanner's syndrome */ ,¬0
,,,,,Autism,¬2005-08-24T01:00:43Z,¬RN,¬201597,¬/* Culture */ grammer ,¬0
,,,,,Autism,¬2005-08-24T01:07:07Z,¬ip:24.18.38.120,¬ip:24.18.38.120,¬/* Pervasive developmental disorder not otherwise specified */ ,¬0
,,,,,Autism,¬2005-08-24T01:08:42Z,¬RN,¬201597,¬rv spelling - mentioned not metioned ,¬0
,,,,,Autism,¬2005-08-24T01:11:18Z,¬RN,¬201597,¬/* Culture */ minor grammer ,¬0
,,,,,Autism,¬2005-08-24T01:20:39Z,¬JYolkowski,¬118817,¬/* Characteristics */ it->treatment ,¬0
,,,,,Autism,¬2005-08-24T01:32:28Z,¬Iain.mcclatchie,¬35676,"¬/* Communication difficulties */ wording -- ""designed"" brings in the whole ID debate ",¬0
,,,,,Autism,¬2005-08-24T01:33:42Z,¬Mrdude,¬102215,¬/* Culture */ corected wiki link ,¬0
,,,,,Autism,¬2005-08-24T01:34:03Z,¬Proton,¬139644,¬/* Asperger's and Kanner's syndrome */ ,¬0
,,,,,Autism,¬2005-08-24T01:48:23Z,¬Kaldari,¬59944,¬/* Autistic savants */ no need for italics here ,¬0
,,,,,Autism,¬2005-08-24T02:32:28Z,¬Dcoetzee,¬13476,¬/* Sensory integration dysfunction */ Link cocktail party effect ,¬0
,,,,,Autism,¬2005-08-24T02:49:02Z,¬ip:68.40.187.80,¬ip:68.40.187.80,¬/* Models */ ,¬0
,,,,,Autism,¬2005-08-24T03:12:30Z,¬ip:67.115.133.235,¬ip:67.115.133.235,¬,¬0
,,,,,Autism,¬2005-08-24T04:31:58Z,¬ip:24.57.88.127,¬ip:24.57.88.127,¬/* Characteristics */ ,¬0
,,,,,Autism,¬2005-08-24T04:36:18Z,¬McClamm,¬105613,¬/* Increase in diagnoses of autism */ ,¬0
,,,,,Autism,¬2005-08-24T04:37:12Z,¬ip:67.171.108.230,¬ip:67.171.108.230,¬/* Characteristics */ ,¬0
,,,,,Autism,¬2005-08-24T04:52:36Z,¬Lacrimosus,¬74131,¬/* Sensory integration dysfunction */ self-->oneself ,¬0
,,,,,Autism,¬2005-08-24T04:57:00Z,¬Lacrimosus,¬74131,"¬/* Types of autism */ think there should be a ""many"" in here. ",¬0
,,,,,Autism,¬2005-08-24T05:00:01Z,¬Lacrimosus,¬74131,¬/* Models */ rm contractions ,¬0
,,,,,Autism,¬2005-08-24T05:03:59Z,¬Lacrimosus,¬74131,¬/* Remediation */ ,¬0
,,,,,Autism,¬2005-08-24T07:00:14Z,¬ip:68.160.218.168,¬ip:68.160.218.168,¬,¬0
,,,,,Autism,¬2005-08-24T07:00:37Z,¬ip:68.160.218.168,¬ip:68.160.218.168,¬,¬0
,,,,,Autism,¬2005-08-24T07:10:42Z,¬A.bit,¬316377,¬restored last version by [[User:Lacrimosus]] ,¬0
,,,,,Autism,¬2005-08-24T08:08:29Z,¬ip:66.215.203.64,¬ip:66.215.203.64,¬,¬0
,,,,,Autism,¬2005-08-24T08:09:19Z,¬Everyking,¬44020,¬Reverted edits by [[Special:Contributions/66.215.203.64|66.215.203.64]] to last version by A.bit ,¬0
,,,,,Autism,¬2005-08-24T08:57:51Z,¬MarSch,¬209153,¬/* Autism as a spectrum disorder */ {{details|Autistic spectrum}} ,¬0
,,,,,Autism,¬2005-08-24T09:02:15Z,¬MarSch,¬209153,¬/* Models */ preoperational-autism ,¬0
,,,,,Autism,¬2005-08-24T09:05:51Z,¬MarSch,¬209153,¬/* Models */ [[parsimonious]] ,¬0
,,,,,Autism,¬2005-08-24T09:07:57Z,¬Thincat,¬63405,¬/* Sensory integration dysfunction */ wikilinks ,¬0
,,,,,Autism,¬2005-08-24T09:12:43Z,¬Thincat,¬63405,¬/* Remediation */ wikilink ,¬0
,,,,,Autism,¬2005-08-24T09:14:40Z,¬Thincat,¬63405,¬/* Rett syndrome */ wikilinks ,¬0
,,,,,Autism,¬2005-08-24T09:17:36Z,¬MarSch,¬209153,¬/* Epidemiology */ is no shortage of theories ,¬0
,,,,,Autism,¬2005-08-24T09:28:39Z,¬MarSch,¬209153,¬/* Increase in diagnoses of autism */ {{details|Autism epidemic}} ,¬0
,,,,,Autism,¬2005-08-24T09:37:16Z,¬Qwertyus,¬196471,¬link to Human brain ,¬0
 bring in newer ones from DOE Ï¬0,,,,,Autism,¬2005-08-24T10:00:23Z,¬RN,¬201597,¬Clarify statistics for autism rates,
,,,,,Autism,¬2005-08-24T10:04:18Z,¬RN,¬201597,¬/* Increase in diagnoses of autism */ clarify ,¬0
,,,,,Autism,¬2005-08-24T10:14:12Z,¬RN,¬201597,¬/* Increase in diagnoses of autism */ note years of statistics ,¬0
,,,,,Autism,¬2005-08-24T11:30:37Z,¬ip:213.145.163.210,¬ip:213.145.163.210,¬,¬0
,,,,,Autism,¬2005-08-24T11:31:29Z,¬RN,¬201597,¬rvv ,¬0
,,,,,Autism,¬2005-08-24T12:01:10Z,¬ip:66.129.4.10,¬ip:66.129.4.10,¬/* Repetitive behaviors */ I've heard of an autistic college student who finds spoons relaxing ,¬0
,,,,,Autism,¬2005-08-24T12:30:13Z,¬ip:24.91.105.78,¬ip:24.91.105.78,¬/* Asperger's and Kanner's syndrome */ ,¬0
,,,,,Autism,¬2005-08-24T12:31:02Z,¬ip:24.91.105.78,¬ip:24.91.105.78,¬/* Autism as a spectrum disorder */ ,¬0
,,,,,Autism,¬2005-08-24T12:32:33Z,¬ip:24.91.105.78,¬ip:24.91.105.78,¬/* Models */ ,¬0
,,,,,Autism,¬2005-08-24T12:35:36Z,¬Ek8,¬247104,¬RV ,¬0
,,,,,Autism,¬2005-08-24T12:36:38Z,¬ip:62.255.64.7,¬ip:62.255.64.7,¬/* Autistic savants */ ,¬0
,,,,,Autism,¬2005-08-24T12:42:12Z,¬Korg,¬263660,¬Reverted edits by [[Special:Contributions/62.255.64.7|62.255.64.7]] to last version by Ek8 ,¬0
,,,,,Autism,¬2005-08-24T13:29:15Z,¬ip:128.239.110.232,¬ip:128.239.110.232,¬/* Asperger's and Kanner's syndrome */ rearrange sentance ,¬0
,,,,,Autism,¬2005-08-24T13:50:57Z,¬Howrealisreal,¬126675,¬/* Remediation */ there have been studies performed. ,¬0
,,,,,Autism,¬2005-08-24T14:28:04Z,¬Psyk0,¬239901,¬/* Autistic savants */ ,¬0
,,,,,Autism,¬2005-08-24T14:48:28Z,¬ip:81.9.64.98,¬ip:81.9.64.98,¬,¬0
,,,,,Autism,¬2005-08-24T14:49:08Z,¬RunOrDie,¬399893,¬RV vandalism ,¬0
,,,,,Autism,¬2005-08-24T14:57:54Z,¬ip:64.212.173.177,¬ip:64.212.173.177,¬,¬0
,,,,,Autism,¬2005-08-24T15:00:56Z,¬Rayc,¬343307,¬,¬0
 so this sentence tends to confuse the paragraph Ï¬0,,,,,Autism,¬2005-08-24T15:02:25Z,¬RN,¬201597,¬/* Remediation */ floortime/greenspan not mentioned in article,
,,,,,Autism,¬2005-08-24T15:55:29Z,¬Bodnotbod,¬63762,¬/* History */ wkfy ,¬0
,,,,,Autism,¬2005-08-24T16:03:20Z,¬ip:62.103.53.66,¬ip:62.103.53.66,¬interwiki no: ,¬0
,,,,,Autism,¬2005-08-24T16:03:34Z,¬ip:192.63.252.52,¬ip:192.63.252.52,"¬Changed ""loose"" to ""lose"" ",¬0
,,,,,Autism,¬2005-08-24T16:07:42Z,¬DomH,¬211337,¬/* History */ ,¬0
,,,,,Autism,¬2005-08-24T16:23:39Z,¬Bodnotbod,¬63762,¬/* Characteristics */ wkfy ,¬0
,,,,,Autism,¬2005-08-24T17:25:57Z,¬ip:66.13.219.158,¬ip:66.13.219.158,¬/* History */ ,¬0
,,,,,Autism,¬2005-08-24T17:44:59Z,¬ip:145.99.139.201,¬ip:145.99.139.201,¬,¬0
,,,,,Autism,¬2005-08-24T17:46:42Z,¬RN,¬201597,¬rvv ,¬0
,,,,,Autism,¬2005-08-24T17:57:42Z,¬RN,¬201597,¬factual correction on image ,¬0
,,,,,Autism,¬2005-08-24T18:10:29Z,¬RN,¬201597,¬rework increase in diagnoses opening and add new numerically-based image ,¬0
,,,,,Autism,¬2005-08-24T18:12:42Z,¬ip:129.62.123.178,¬ip:129.62.123.178,¬,¬0
,,,,,Autism,¬2005-08-24T18:13:36Z,¬Rhobite,¬82899,¬Reverted edits by [[Special:Contributions/129.62.123.178|129.62.123.178]] to last version by RN ,¬0
,,,,,Autism,¬2005-08-24T18:15:17Z,¬ip:129.62.123.178,¬ip:129.62.123.178,¬,¬0
,,,,,Autism,¬2005-08-24T18:15:49Z,¬ip:209.78.214.253,¬ip:209.78.214.253,¬/* Characteristics */ ,¬0
,,,,,Autism,¬2005-08-24T18:18:21Z,¬ip:209.78.214.253,¬ip:209.78.214.253,¬/* Repetitive behaviors */ ,¬0
,,,,,Autism,¬2005-08-24T18:25:01Z,¬StepsTogether,¬119116,¬Robert F. Kennedy's thimerosal allegations deserve mention ,¬0
,,,,,Autism,¬2005-08-24T18:27:09Z,¬Esprit15d,¬379272,¬/* Culture */ ,¬0
 +[[]] Ï¬0,,,,,Autism,¬2005-08-24T18:36:33Z,¬PFHLai,¬63672,¬+,
,,,,,Autism,¬2005-08-24T18:42:17Z,¬Esprit15d,¬379272,¬/* Social development */ ,¬0
,,,,,Autism,¬2005-08-24T18:52:41Z,¬Jrstewart,¬392174,¬/* Remediation */ convert bullets into subheads ,¬0
,,,,,Autism,¬2005-08-24T18:54:13Z,¬Esprit15d,¬379272,¬,¬0
,,,,,Autism,¬2005-08-24T18:56:58Z,¬ip:151.205.99.42,¬ip:151.205.99.42,¬,¬0
,,,,,Autism,¬2005-08-24T19:05:26Z,¬ip:85.185.58.5,¬ip:85.185.58.5,¬,¬0
,,,,,Autism,¬2005-08-24T19:06:11Z,¬RunOrDie,¬399893,¬RV vandalism ,¬0
,,,,,Autism,¬2005-08-24T19:06:49Z,¬Itinerant1,¬238571,¬/* Theories of the etiology of autism */ ,¬0
,,,,,Autism,¬2005-08-24T19:20:53Z,¬ip:12.4.86.211,¬ip:12.4.86.211,¬,¬0
,,,,,Autism,¬2005-08-24T19:21:18Z,¬ip:12.4.86.211,¬ip:12.4.86.211,¬,¬0
,,,,,Autism,¬2005-08-24T19:32:30Z,¬ip:24.76.12.16,¬ip:24.76.12.16,¬reverted 151.205.99.42's vandalism of the Kim Peek image ,¬0
,,,,,Autism,¬2005-08-24T19:48:00Z,¬Gbeeker,¬137104,¬/* Increase in diagnoses of autism */ wikify geek ,¬0
,,,,,Autism,¬2005-08-24T20:04:43Z,¬ip:199.237.80.119,¬ip:199.237.80.119,¬,¬0
,,,,,Autism,¬2005-08-24T20:06:57Z,¬ip:199.237.80.117,¬ip:199.237.80.117,¬,¬0
,,,,,Autism,¬2005-08-24T20:07:55Z,¬Benuski,¬188407,¬vandalism revert ,¬0
,,,,,Autism,¬2005-08-24T21:02:26Z,¬ip:24.230.124.46,¬ip:24.230.124.46,¬/* Childhood disintegrative disorder */ ,¬0
,,,,,Autism,¬2005-08-24T21:03:36Z,¬ip:24.230.124.46,¬ip:24.230.124.46,¬/* Childhood disintegrative disorder */ ,¬0
,,,,,Autism,¬2005-08-24T21:17:30Z,¬ip:205.250.190.143,¬ip:205.250.190.143,¬,¬0
,,,,,Autism,¬2005-08-24T21:19:20Z,¬Andrew_pmk,¬125534,¬rv ,¬0
 see [[Wikipedia:Piped link]] Ï¬0,,,,,Autism,¬2005-08-24T21:24:42Z,¬JRM,¬97340,¬No easter egg links,
,,,,,Autism,¬2005-08-24T21:29:39Z,¬Lefty,¬44031,¬/* History */ (Asperger's) the name wasn't applied until later ,¬0
,,,,,Autism,¬2005-08-24T21:32:22Z,¬Raul654,¬21013,¬Wiktionary to external links ,¬0
,,,,,Autism,¬2005-08-24T21:40:14Z,¬N5R,¬401076,¬,¬0
,,,,,Autism,¬2005-08-24T21:42:04Z,¬Lekoman,¬313458,¬Vandalism Event ,¬0
,,,,,Autism,¬2005-08-24T21:59:21Z,¬ip:71.115.224.254,¬ip:71.115.224.254,¬/* Social development */ ,¬0
 get rid of see autism epidemic as its in article (it was ok as a piped link but is out of place now) Ï¬0,,,,,Autism,¬2005-08-24T22:07:34Z,¬RN,¬201597,¬Put back infobox taken away in vadalism,
,,,,,Autism,¬2005-08-24T22:39:41Z,¬ip:65.34.97.118,¬ip:65.34.97.118,¬/* External links */ ,¬0
,,,,,Autism,¬2005-08-24T22:55:34Z,¬Tycho,¬139187,¬reverted ,¬0
,,,,,Autism,¬2005-08-24T22:58:12Z,¬ip:8.4.80.163,¬ip:8.4.80.163,¬/* Theories of the etiology of autism */ - thimerosal theory expanded ,¬0
 avoids a couple redirect pages Ï¬0,,,,,Autism,¬2005-08-24T23:00:01Z,¬ip:24.137.104.16,¬ip:24.137.104.16,¬/* See also */ changed list link to reflect change in list name,
,,,,,Autism,¬2005-08-24T23:47:28Z,¬ip:12.170.227.254,¬ip:12.170.227.254,¬,¬0
,,,,,Autism,¬2005-08-24T23:47:43Z,¬FreplySpang,¬198194,¬Reverted edits by [[Special:Contributions/12.170.227.254|12.170.227.254]] to last version by 24.137.104.16 ,¬0
 minor tweaks to thermisol passage Ï¬0,,,,,Autism,¬2005-08-24T23:59:21Z,¬RN,¬201597,¬remove Kim Peek picture... too little relavance to article,
,,,,,Albert_Einstein,¬2007-03-13T00:01:17Z,¬TEB728,¬302457,"¬The title of the web page is ""The Nobel Prize in Physics 1921"" ",¬0
,,,,,Albert_Einstein,¬2007-03-13T00:04:32Z,¬Otterpops,¬3557100,¬/* Youth and schooling */ removed tangential w/ ibid citation (as article expands and contracts ibids become untraceable) ,¬0
,,,,,Albert_Einstein,¬2007-03-13T00:09:11Z,¬Otterpops,¬3557100,¬/* Youth and schooling */ period ,¬0
,,,,,Albert_Einstein,¬2007-03-13T00:17:40Z,¬Otterpops,¬3557100,¬/* Youth and schooling */ citation ,¬0
